Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status,4.0_GA_195,4.0_GA_2020,4.0_GA_4020
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-5""- ""Degree Mesh Type""- ""DEG-5/UPG-4""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-5""- ""Pre Equip Degree""- ""16""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Chassis Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Power Supply""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Redundant Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""UTS AC Power Cables""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Redundant Power Scheme""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""Raman Adapter Share""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""ECU Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-6""- ""MF Unit""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Chassis Type""- ""M15 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Power Supply""- ""AC Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Redundant Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""UTS AC Power Cables""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Redundant Power Scheme""- ""2+2""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""Raman Adapter Share""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""ECU Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-8""- ""MF Unit""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorer,"  """"- """"- """"- """"- """"- """"- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, AddcontentionlesscloseEntityEditor,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Evolved Mesh""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Mpo16Lc""- ""MF-MPO-16LC""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Mpo16ToMpo8""- ""MPO16To2MPO8Cable""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Connection Verification""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Chassis Type""- ""M6 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Power Supply""- ""AC Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Controller Card""- ""TNCS-2O""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Redundant Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Redundant Power Scheme""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""ECU Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""MF Unit""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Scalable Upto Degree""- ""4""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Site Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-1""- ""Degree Mesh Type""- ""DEG-5/UPG-4""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Evolved Mesh""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Node Protection""- ""Same Shelf""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Chassis Type""- ""M15 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Power Supply""- ""DC Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Controller Card""- ""TNCS-2""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Redundant Controller Card""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""UTS AC Power Cables""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Redundant Power Scheme""- ""2+2""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""ECU Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""MF Unit""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Scalable Upto Degree""- ""16""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Site Type""- ""Auto""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Degree Mesh Type""- ""DEG-5/UPG-4""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-2""- ""Pre Equip Degree""- ""16""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Evolved Mesh""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Node Protection""- ""Separated Shelves""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Mpo16Lc""- ""MF-MPO-16LC""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Grooming Site""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Mpo16ToMpo8""- ""MPO16To2MPO8Cable""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Enable NCS""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Use Payg""- ""true""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Connection Verification""- ""false""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Chassis Type""- ""M15 Chassis""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
2K_Flex suite, 2K Flex Test2, support_2K_Flex.basic_2kFlex, verifyEditedPropertyInExplorerAfterAnalyze,"  ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Yes""- ""Sites""- ""Site-4""- ""Power Supply""- ""DC Power""- """"- ""2K-FLEX-NETWORK-NONSSON-ETSI""- ""Site-1-Site-2-Site-4-Site-5"" ",, passed,Not Executed, passed
